#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVT_MNM_20015_TT;You picked the wrong neighbor, my friends...;Il semble que vous ayez choisi le mauvais voisin...;Ihr habt euch die falschen Nachbarn ausgesucht, meine Freunde ...;;Escogisteis a la persona equivocada...;;;;;;;;;x
EVTDESC_MNM_20081;My fellows in [Root.Society.GetName] have informed me that [abduction_target.GetTitledFirstNameNoRegnal] plans to travel the realm incognito for a lark, mingling with the common folk. [abduction_target.GetSubjectPronounCap] will only be protected by two loyal friends during this little adventure – a great opportunity to have [abduction_target.GetObjectPronoun] abducted, if I so wished...;Mes semblables [Root.Get_du_Society] m'ont informé que [abduction_target.Get_only_le_Title][abduction_target.GetTitledFirstNameNoRegnal] envisage de voyager incognito à travers le pays, se mêlant aux gens du peuple, dans le seul but de s'amuser. [abduction_target.GetIlElleCap] sera seulement protégé[abduction_target.Get_E] par deux amis durant sa petite aventure – une bonne occasion pour [abduction_target.GetLeLa] capturer.;Meine Brüder und Schwestern im "[Root.Society.GetName]"-Zirkel ließen mich wissen, dass [abduction_target.GetTitledFirstNameNoRegnal] den Plan hegt, auf einen Jux inkognito durch das Reich zu reisen und sich unter das gemeine Volk zu mischen. [abduction_target.GetSheHeCap] wird während dieses kleinen Abenteuers nur von zwei treuen Freunden beschützt werden. Dies wäre eine großartige Gelegenheit, [abduction_target.GetTitledFirstNameNoRegnal] entführen zu lassen, falls ich dies wünschen sollte...;;Mis compañeros de [Root.Society.GetName] me han informado de que [abduction_target.GetTitledFirstNameNoRegnal] planea viajar de incógnito por diversión, para mezclarse con el vulgo. Solo contará con la protección de dos amigos leales durante esta aventura, así que sería la ocasión perfecta para llevar a cabo su secuestro si quisiéramos...;;;;;;;;;x
EVTDESC_MNM_20081_CHILD;My fellows in [Root.Society.GetName] have managed to insert themselves among the servants of [abduction_target.GetTitledFirstNameNoRegnal] and stand ready to snatch the child at my command.;Mes frères [Root.Get_du_Society] ont réussi à s'introduire parmi les domestiques [abduction_target.Get_only_du_Title][abduction_target.GetTitledFirstNameNoRegnal] et se tiennent prêts à enlever l'enfant.;Meinen Brüdern und Schwestern im "[Root.Society.GetName]"-Zirkel ist es gelungen, die Dienerschaft von [abduction_target.GetTitledFirstNameNoRegnal] zu infiltrieren, und jetzt stehen sie bereit, das Kind auf mein Geheiß hin zu entführen.;;Mis compañeros de [Root.Society.GetName] han logrado introducirse entre los sirvientes de [abduction_target.GetTitledFirstNameNoRegnal] y se preparan para secuestrar a la criatura cuando dé la orden.;;;;;;;;;x
EVTDESC_MNM_20082_BABY;Someone is picking me up. I don't know this strange lady, and where is she taking me..?;Quelqu'un m'a pris dans ses bras. Je ne connais pas cette étrange dame, et ne sais où elle m'emmène...;Jemand hebt mich hoch. Ich kenne diese seltsame Dame nicht. Wohin bringt sie mich denn nur?;;Alguien me está levantando. No conozco a esta mujer extraña, ¿adónde me lleva?;;;;;;;;;x
EVTDESC_MNM_20082_CHILD;I had been playing with my friends for hours in the field when one of my attendants suddenly made a strange noise and keeled over. All hell broke loose as the guards and servants started fighting each other. A veteran soldier picked me up and started running back towards home...;Je jouais avec mes amis depuis des heures dans le champ voisin quand un de mes domestiques a soudainement fait un bruit étrange et tourné de l'oeil. La situation a dégénéré lorsque les gardes et les serviteurs se sont mis à se battre. Un soldat vétéran m'a pris et a commencé à courir en direction [Root.GetHoldingDuDela]...;Ich hatte mit meinen Freunden stundenlang auf dem Feld gespielt, als einer meiner Diener plötzlich einen merkwürdigen Laut von sich gab und zu Boden fiel. Ein gewaltiges Chaos brach aus, als die Wachen und Diener gegeneinander zu kämpfen begannen. Ein erfahrener Soldat hob mich vom Boden hoch und begann, nach Hause zu rennen...;;Llevaba horas jugando en el campo con mis amigos cuando, de repente, uno de mis sirvientes ha hecho un ruido extraño y se ha arrodillado en el suelo. Se desató un infierno cuando los guardias y sirvientes empezaron a luchar entre sí. Un soldado veterano me agarró y empezó a correr hacia casa...;;;;;;;;;x
EVTDESC_MNM_20083;My competent brethren in [Root.Society.GetName] managed to snatch [abduction_target.GetTitledFirstNameNoRegnal] from [abduction_target.GetPossPronoun] guards and bring [abduction_target.GetObjectPronoun] to me in a sack!;Mes frères [Root.Get_du_Society] ont réussi à enlever [abduction_target.Get_only_le_Title][abduction_target.GetTitledFirstNameNoRegnal] des mains de ses gardes, et à me l'apporter dans un sac !;Meinen fähigen Brüdern im "[Root.Society.GetName]"-Zirkel ist es gelungen, [abduction_target.GetTitledFirstNameNoRegnal] aus dem Schutz der Wachen zu entführen und in einem Sack zu mir zu bringen!;;Mis competentes hermanos y hermanas de [Root.Society.GetName] han logrado secuestrar a [abduction_target.GetTitledFirstNameNoRegnal] de los guardias y traerme a la criatura en un saco.;;;;;;;;;x
EVTDESC_MNM_20084;My incompetent brethren in [Root.Society.GetName] failed to capture [abduction_target.GetTitledFirstNameNoRegnal], though apparently they slew a guard and a servant in the attempt. Even worse, it appears that [abduction_target.GetFirstName] has started to suspect my involvement in the ambush.;Mes frères incompétents [Root.Get_du_Society] n'ont pas réussi à capturer [abduction_target.Get_only_le_Title][abduction_target.GetTitledFirstNameNoRegnal], bien qu'ils aient apparemment tué un garde et un serviteur dans la tentative. Pire encore, il semble que [abduction_target.GetFirstName] ait commencé à suspecter mon implication dans l'embuscade.;Meinen unfähigen Brüdern in [Root.Society.GetName] ist es nicht gelungen, [abduction_target.GetTitledFirstNameNoRegnal] zu fangen. Bei dem Versuch schafften sie es aber offenbar eine Wache und einen Diener zu töten. Noch schlimmer aber es es, dass [abduction_target.GetFirstName] meine Beteiligung am Hinterhalt vermutet.;;Mis hermanos incompetentes de [Root.Society.GetName] fueron incapaces de capturar a [abduction_target.GetTitledFirstNameNoRegnal], aunque parece que mataron a un guardia y a un sirviente en el intento. Lo que es aún peor, parece que [abduction_target.GetFirstName] empieza a sospechar de mi participación en la emboscada.;;;;;;;;;x
EVTDESC_MNM_20101;There is no point trying to abduct [abduction_target.GetTitledFirstName] anymore, considering [abduction_target.GetSubjectPronoun] is dead!;Il n'y a plus besoin d'enlever [abduction_target.Get_le_TitledFirstName], puisqu'[abduction_target.GetIlElle] est mort[abduction_target.Get_E] !;Es hat keinen Zweck mehr, zu versuchen, [abduction_target.GetTitledFirstName] zu entführen, da [abduction_target.GetSheHe] tot ist!;;¡No tiene sentido seguir intentando secuestrar a [abduction_target.GetTitledFirstName], teniendo en cuenta que ha muerto!;;;;;;;;;x
EVTDESC_MNM_20102;[abduction_target.GetTitledFirstName] has ended up in prison, so there is no point trying to abduct [abduction_target.GetObjectPronoun] anymore.;[abduction_target.Get_Le_TitledFirstName] a fini en prison, donc il n'y a plus d'intérêt à essayer de l'enlever.;Da [abduction_target.GetTitledFirstName] im Kerker gelandet ist, hat es keinen Zweck mehr, zu versuchen, [abduction_target.GetHerHim] zu entführen.;;[abduction_target.GetTitledFirstName] ha acabado en prisión, así que ya no tiene sentido seguir con el plan de secuestro.;;;;;;;;;x
EVTDESC_MNM_20103;My brethren are not having much luck in their attempts to abduct [abduction_target.GetTitledFirstName]. Perhaps [Root.Society.GetName] are not influential enough to pull it off... Should I call it off?;Mes frères n'ont pas eu beaucoup de chances dans leurs tentatives d'enlever [abduction_target.Get_le_TitledFirstName]. Peut-être que notre société [Root.Get_du_Society] n'est pas assez influente... Dois-je leur dire de laisser tomber ?;Meinen Freunden ist bei ihren Versuchen, [abduction_target.GetTitledFirstName] zu entführen, nicht viel Glück beschieden. Vielleicht hat der "[Root.Society.GetName]"-Zirkel nicht genug Einfluss, um dies zuwege zu bringen... Soll ich das Vorhaben abblasen?;;Mis hermanos y hermanas no están teniendo mucha suerte tratando de secuestrar a [abduction_target.GetTitledFirstName]. Quizá en [Root.Society.GetName] no tengan suficientes influencias para llevarlo a cabo... ¿Debería cancelarlo?;;;;;;;;;x
EVTDESC_MNM_20104;[abduction_target.GetTitledFirstName] has joined [Root.Society.GetName], so the brethren will no longer assist with [abduction_target.GetPossPronoun] abduction.;[abduction_target.Get_Le_TitledFirstName] a rejoint [Root.Get_le_Society], donc les frères n'aideront plus dans son rapt.;Da [abduction_target.GetTitledFirstName] dem "[Root.Society.GetName]"-Zirkel beigetreten ist, werden die Brüder nicht mehr bei [abduction_target.GetPossPronoun]er Entführung helfen.;;[abduction_target.GetTitledFirstName] se ha unido a [Root.Society.GetName], así que los hermanos y hermanas ya no ayudarán con su secuestro.;;;;;;;;;x

EVTDESCA_MNM_6993;I am not sure what has happened, but it has been a while since I've had any contact with [satanists_inductor.GetBestName]. It's disappointing, as I was sort of curious to see where our meetings were going... As I retire tonight, I feel convinced that our time together has somehow ended prematurely.;J'ignore ce qu'il s'est passé, mais cela fait un moment que je n'ai plus été en contact avec [satanists_inductor.Get_only_le_Title][satanists_inductor.GetBestName]. C'est décevant, car j'étais curieu[Root.GetXSe] de voir sur quoi allaient aboutir nos rencontres... Allant me coucher, j'ai la conviction que notre temps ensemble a fini prématurément.;Ich weiß nicht, was passiert ist, aber seit einiger Zeit habe ich nichts mehr von [satanists_inductor.GetBestName] gehört. Das ist schade, denn ich war neugierig, in welche Richtung sich unsere Treffen entwickeln würden ... Als ich mich heute Abend zurückziehe, kommt mir in den Sinn, dass unsere gemeinsame Zeit etwas zu früh geendet hat.;;No sé muy bien qué ha pasado, pero llevo tiempo sin saber nada de [satanists_inductor.GetBestName]. Es decepcionante... Tenía cierta curiosidad por conocer el efecto de nuestras reuniones... Cuando me acuesto, siento la convicción de que nuestras vivencias se han acabado antes de tiempo.;;;;;;;;;x
EVTDESCA_MNM_6995;I am not sure what has happened, but it has been a while since I've had any contact with [satanists_recruiter.GetBestName]. It's disappointing, as I was sort of curious to see where our meetings were going... As I retire tonight, I feel convinced that our time together has somehow ended prematurely.;J'ignore ce qu'il s'est passé, mais cela fait un moment que je n'ai plus été en contact avec [satanists_recruiter.Get_only_le_Title][satanists_recruiter.GetBestName]. C'est décevant, car j'étais curieu[Root.GetXSe] de voir sur quoi allaient aboutir nos rencontres... Allant me coucher, j'ai la conviction que notre temps ensemble a fini prématurément.;Ich weiß nicht, was passiert ist, aber seit einiger Zeit habe ich nichts mehr von [satanists_recruiter.GetBestName] gehört. Das ist schade, denn ich war neugierig, in welche Richtung sich unsere Treffen entwickeln würden ... Als ich mich heute Abend zurückziehe, kommt mir in den Sinn, dass unsere gemeinsame Zeit etwas zu früh geendet hat.;;No sé muy bien qué ha pasado, pero llevo tiempo sin saber nada de [satanists_recruiter.GetBestName]. Es decepcionante... Tenía cierta curiosidad por conocer el efecto de nuestras reuniones... Cuando me acuesto, siento la convicción de que nuestras vivencias se han acabado antes de tiempo.;;;;;;;;;x

EVTDESCB_MNM_6993;It seems that even [satanists_inductor.GetBestName] can not reach me here in the confines of my cell. It's disappointing, as I was sort of curious to see where our meetings were going... As I attempt to get conformable in my new home I hope that when I am finally free I will see [satanists_inductor.GetHerHim] again.;Il semble que même [satanists_inductor.GetBestName] ne puisse entrer en contact avec moi dans ces geôles. C'est décevant, puisque j'étais curieu[Root.GetXSe] de savoir où allaient nous mener nos rencontres... Alors que j'essaie de m'habituer à mon nouveau logis, j'espère que lorsque je serai libre, je [satanists_inductor.GetLeLa] reverrai.;Es scheint, dass selbst [satanists_inductor.GetBestName] mich hier in den Weiten meiner Zelle nicht erreichen kann. Es ist enttäuschend, da ich irgendwie neugierig war, wo uns unsere Gespräche hingeführt hätten... Wenn ich mich in meinem neuen Zuhause endlich eingelebt habe und wieder frei bin, hoffe ich, [satanists_inductor.GetHerHim] erneut sehen zu können.;;Parece que ni [satanists_inductor.GetBestName] puede alcanzarme aquí en los límites de mi celda. Es una decepción, pues sentía curiosidad de ver dónde llevarían nuestros encuentros… Mientras intento ponerme cómodo en mi nuevo hogar, espero ver[satanists_inductor.GetHerHim] de nuevo cuando salga finalmente de aquí.;;;;;;;;;x
EVTDESCB_MNM_6995;It seems that even [satanists_recruiter.GetBestName] can not reach me here in the confines of my cell. It's disappointing, as I was sort of curious to see where our meetings were going... As I attempt to get conformable in my new home I hope that when I am finally free I will see [satanists_recruiter.GetHerHim] again.;Il semble que même [satanists_recruiter.GetBestName] ne puisse entrer en contact avec moi dans ces geôles. C'est décevant, puisque j'étais curieu[Root.GetXSe] de savoir où allaient nous mener nos rencontres... Alors que j'essaie de m'habituer à mon nouveau logis, j'espère que lorsque je serai libre, je [satanists_recruiter.GetLeLa] reverrai.;Es scheint, dass selbst [satanists_inductor.GetBestName] mich hier in den Weiten meiner Zelle nicht erreichen kann. Es ist enttäuschend, da ich irgendwie neugierig war, wo uns unsere Gespräche hingeführt hätten... Wenn ich mich in meinem neuen Zuhause endlich eingelebt habe und wieder frei bin, hoffe ich, [satanists_inductor.GetHerHim] erneut sehen zu können.;;Parece que ni [satanists_recruiter.GetBestName] puede alcanzarme aquí en los límites de mi celda. Es una decepción, pues sentía curiosidad de ver dónde llevarían nuestros encuentros… Mientras intento ponerme cómodo en mi nuevo hogar, espero ver[satanists_recruiter.GetHerHim] de nuevo cuando salga finalmente de aquí.;;;;;;;;;x
